pathway	gene	weight
Hypoxia	KDM5B	3.034506413293081
Hypoxia	SLC2A3	8.079128643754643
Hypoxia	DPCD	3.428145198695349
Hypoxia	UBE2O	1.661543342311757
Hypoxia	LARS2	-2.473252504786473
Hypoxia	THTPA	-2.3627081698886023
Hypoxia	CEP250	1.5638110582507698
Hypoxia	NFIL3	7.829555004710245
Hypoxia	POP5	-3.909960840580192
Hypoxia	PPP1R3C	5.752782526476846
Hypoxia	PSMC5	-2.802349847737233
Hypoxia	SLC25A20	-2.6183589372167275
Hypoxia	POLR3B	-2.0689375817905096
Hypoxia	COA7	-4.149803666939151
Hypoxia	SMAP1	2.8399143458015685
Hypoxia	LNPK	4.213431985278306
Hypoxia	GOT2	-2.864969182180058
Hypoxia	EXOG	-1.4894322165485376
Hypoxia	TOR1A	-1.7719123280270863
Hypoxia	NDUFS1	-2.040840158918007
Hypoxia	DPYSL4	2.540699555765737
Hypoxia	KCTD11	6.439870969426728
Hypoxia	BHLHE41	4.444408189543169
Hypoxia	GPATCH4	-2.1523315367630587
Hypoxia	LYRM2	-1.8867177006315925
Hypoxia	SERTAD2	3.877243216066145
Hypoxia	MRPL4	-2.970650757772649
Hypoxia	TSN	-2.3288829887831546
Hypoxia	CLK1	5.260154557836777
Hypoxia	MRPS16	-2.480529393287924
Hypoxia	ABHD11	-2.071009882639509
Hypoxia	ZMYM2	1.941427641308428
Hypoxia	NDUFAF1	-2.8000379049835584
Hypoxia	NOC4L	-2.2396695052142386
Hypoxia	SMYD2	1.9441799265277493
Hypoxia	EFEMP2	3.834507845938647
Hypoxia	RNMT	2.987182646333632
Hypoxia	FTSJ3	-2.476804333179948
Hypoxia	TRMT12	-2.4931726786634165
Hypoxia	MAIP1	-2.431306660479223
Hypoxia	NOL9	-2.308923385846327
Hypoxia	DPAGT1	-2.693696442277505
Hypoxia	ANAPC13	-1.9608116353813896
Hypoxia	TMSB10	3.680074286451887
Hypoxia	PLXNA3	1.9083216031599344
Hypoxia	DFFA	-2.0385178132432973
Hypoxia	EIF2B1	-2.238971978843252
Hypoxia	HK2	5.517048642809716
Hypoxia	RNASEH1	-2.7207934002370866
Hypoxia	DCTN5	-1.5969795717367083
Hypoxia	OGFOD1	-2.6289298034814967
Hypoxia	ITGA5	5.854338040863591
Hypoxia	DHX35	-1.629234830470426
Hypoxia	PPME1	2.756421675881129
Hypoxia	WDR73	-2.4685273892023134
Hypoxia	IDH3A	-3.0477569435637504
Hypoxia	WDR77	-3.786545357338094
Hypoxia	DDX19A	-1.8047223919098747
Hypoxia	FGF11	2.3894888440073667
Hypoxia	PRMT3	-4.056321457105439
Hypoxia	SLC6A8	4.523491487859129
Hypoxia	FH	-2.5277603936625948
Hypoxia	MRPS28	-2.7890624647647804
Hypoxia	AIMP2	-2.607437088187768
Hypoxia	MRPL58	-2.8790933214685044
Hypoxia	COA3	-1.799909293524038
Hypoxia	CSRP2	4.270685112250237
Hypoxia	PLIN2	2.87610350682493
Hypoxia	TRAPPC13	-2.0144349053418105
Hypoxia	SPRTN	-3.3443045025858416
Hypoxia	CYREN	-2.2534382338355634
Hypoxia	BCS1L	-2.5699599423741386
Hypoxia	FKBP15	1.3459697315477603
Hypoxia	MRPL20	-1.7756746213234014
Hypoxia	SNRPC	-2.1640100646643914
Hypoxia	LRP1	2.5998654023519223
Hypoxia	TRAPPC3	-1.6255273429093722
Hypoxia	TMEM33	-2.7560336015582507
Hypoxia	POLDIP2	-1.905967252475557
Hypoxia	SNX19	-1.279834135825225
Hypoxia	OBSL1	1.786313035112926
Hypoxia	TIMM22	-1.9842647264105595
Hypoxia	NDUFA4L2	3.048332357263756
Hypoxia	NDNF	2.937456980643922
Hypoxia	TTC1	-1.6760756102254006
Hypoxia	RAE1	-1.4168194716999487
Hypoxia	TMEM138	-4.443861193512545
Hypoxia	FAM210A	4.0181036830511845
Hypoxia	DIMT1	-2.4355583989067497
Hypoxia	RPUSD2	-2.2173523315467683
Hypoxia	HDHD5	3.2421730493559044
Hypoxia	PNRC1	7.818550433819991
Hypoxia	TENT4A	3.775411873655348
Hypoxia	KISS1R	5.306138062675028
Hypoxia	ARRDC3	7.5122485545009585
Hypoxia	INHA	2.4376749285466093
Hypoxia	ANAPC7	-2.988949018755282
Hypoxia	EEF1AKMT3	3.122413094035128
Hypoxia	WDR5B	-3.1129043907881067
Hypoxia	LGALS1	4.121362019588343
Hypoxia	PSMD1	-3.224535150211925
Hypoxia	IPMK	2.345320538177582
Hypoxia	CUSTOS	-2.3206345241300363
Hypoxia	JAM2	2.479425696348532
Hypoxia	APEH	-2.163653476905907
Hypoxia	SEMA4B	6.046855671061403
Hypoxia	COPS5	-1.875468066774451
Hypoxia	METTL13	-2.3594897734028573
Hypoxia	RRS1	-5.2120889556279
Hypoxia	LRP2BP	1.4709958149585411
Hypoxia	CIART	3.430514707279541
Hypoxia	NIPA2	-2.450915375741637
Hypoxia	MRPL18	-2.729690488708861
Hypoxia	COL6A2	2.001529477547076
Hypoxia	IGFBP3	11.260280794102004
Hypoxia	MAPKAP1	-1.9357903824225584
Hypoxia	CSTF2T	-2.529696060549991
Hypoxia	PNPO	-2.912503130173246
Hypoxia	SLC25A12	-2.4174660156089063
Hypoxia	PIAS2	2.082003524881038
Hypoxia	POLR2G	-2.359469546430508
Hypoxia	IDE	-2.376930450085442
Hypoxia	FDX1	-1.8850707624954213
Hypoxia	POLR3K	-3.586193722342555
Hypoxia	MRPL35	-2.3992842256836235
Hypoxia	CCT3	-3.307084049738656
Hypoxia	FSAF1	-3.0661893609861584
Hypoxia	GCDH	-1.957268957032948
Hypoxia	FASTKD3	-3.12530730464573
Hypoxia	ZNF174	-1.420945820535216
Hypoxia	SERGEF	1.4386305464612388
Hypoxia	C8orf33	-2.5680798624727115
Hypoxia	TEX261	-1.7038981503975332
Hypoxia	RYBP	3.010853760438994
Hypoxia	GYG1	-3.0563547106481925
Hypoxia	AURKAIP1	-1.5306230613072307
Hypoxia	TIMM8B	-2.544298685904183
Hypoxia	TNIP1	4.579503709844057
Hypoxia	ZNF689	-2.397997972500394
Hypoxia	PPP2R1B	-1.499356624826879
Hypoxia	ATP5MC3	-2.0302708799396165
Hypoxia	C9orf78	-1.7121433933156125
Hypoxia	NDUFB2	-1.79975024704844
Hypoxia	UPK1A	2.6672403722780915
Hypoxia	SCAND2P	1.151965885519148
Hypoxia	UQCR10	-2.053162470999233
Hypoxia	QSOX1	3.0160220487604787
Hypoxia	ORC5	-2.344089010822729
Hypoxia	ITPA	-2.1863925756397435
Hypoxia	TMEM74B	1.8588395984299635
Hypoxia	BBX	2.4835177588592514
Hypoxia	SLC25A44	-2.3423421574456875
Hypoxia	TOE1	-2.806949501117773
Hypoxia	PITPNA	-1.920965657158468
Hypoxia	EMC8	-2.601193065182723
Hypoxia	OGA	2.30164648512524
Hypoxia	HMBS	-2.791350240682097
Hypoxia	RIOX2	-2.6833579038408004
Hypoxia	GEMIN6	-2.148982863102636
Hypoxia	FLNB	3.805881689616592
Hypoxia	DIPK2A	2.395454988284792
Hypoxia	GPN1	-1.6400501131113006
Hypoxia	TXNDC9	-2.301007005612991
Hypoxia	THAP7	-1.8291829237524664
Hypoxia	CBX6	-2.5507208109163164
Hypoxia	TPD52	2.5604894727918244
Hypoxia	PRKAA2	2.3551937224484565
Hypoxia	SNAPC3	1.848938159871364
Hypoxia	EIF2B3	-3.0562961336889645
Hypoxia	ATR	-2.209611990831505
Hypoxia	ING1	2.041129032957113
Hypoxia	TRNT1	-2.66569178912644
Hypoxia	SLC35B1	-2.607280220854836
Hypoxia	SPRYD4	-2.172289886424798
Hypoxia	CRABP2	3.859450242426783
Hypoxia	MRPL40	-2.097246382822692
Hypoxia	UNC119	2.053691862778733
Hypoxia	MKKS	-2.636212091274454
Hypoxia	MOB3A	2.586841675025232
Hypoxia	LSM1	-1.6744420634555506
Hypoxia	LRRC8D	-2.869106972988778
Hypoxia	PSMA5	-2.891400363627801
Hypoxia	ATP5F1B	-2.377573886535455
Hypoxia	HGH1	-1.930688904201363
Hypoxia	POLR2K	-2.2645544387090704
Hypoxia	MRPS11	-1.6914417546479843
Hypoxia	HSPA4	-2.7150618973555427
Hypoxia	FOSL2	3.852106800418631
Hypoxia	PRELID2	2.792070665695089
Hypoxia	DHX29	-2.061205684709994
Hypoxia	NPEPPS	2.9677996571521743
Hypoxia	YTHDF2	-2.147222137073613
Hypoxia	PSMG1	-3.909905415824437
Hypoxia	KDM7A	5.319220483888896
Hypoxia	UMPS	-2.1471559169156413
Hypoxia	BTG1	5.257514199567409
Hypoxia	DUS1L	-2.15438755021264
Hypoxia	CDK19	2.4356317987158267
Hypoxia	ARFGAP2	-1.476651886021558
Hypoxia	STC1	8.288736897781126
Hypoxia	COMMD8	-2.46525168743617
Hypoxia	BLMH	-2.405266681930843
Hypoxia	PLAGL1	3.255836366768596
Hypoxia	FASTKD2	-1.7473924316468077
Hypoxia	DTD2	-3.4718862917259607
Hypoxia	MPV17L2	-2.944230239451056
Hypoxia	PSMD5	-1.2110326101524664
Hypoxia	WDR46	-2.388550309497335
Hypoxia	POMGNT1	-1.3074608365015237
Hypoxia	ATG3	-1.7156726699492797
Hypoxia	KLF7	3.732243383595186
Hypoxia	HTATSF1	-1.851336641710145
Hypoxia	MFSD10	2.1612230409288897
Hypoxia	PHF21A	2.7901076867350314
Hypoxia	FOXRED2	-1.7644811000978478
Hypoxia	MRPL13	-2.145988444903863
Hypoxia	CDK12	-1.2653368640675269
Hypoxia	SCO1	-2.8063674938507868
Hypoxia	TET1	3.7186589917614654
Hypoxia	HSPH1	-4.376255868098495
Hypoxia	MRPL12	-2.485212015345377
Hypoxia	METTL8	-2.062859451900336
Hypoxia	TYW1	-1.8066939399561213
Hypoxia	ZNF142	-1.2410446404777586
Hypoxia	CABIN1	1.327402344367126
Hypoxia	GPS1	-2.0302091989726416
Hypoxia	MFSD5	-2.5480763805089914
Hypoxia	GFM1	-1.7599226389228886
Hypoxia	UROD	-1.6479466642640273
Hypoxia	NUDT9	-1.7274062987712997
Hypoxia	SNTA1	1.72346420037044
Hypoxia	NOL11	-3.409769393777165
Hypoxia	CSTF2	-2.5477856962668444
Hypoxia	ERCC8	-1.4103510355206694
Hypoxia	API5	-1.8432132732384048
Hypoxia	USP14	-1.834644059340095
Hypoxia	ATP5MC1	-3.296001619534112
Hypoxia	PYCR3	-2.5627367067425624
Hypoxia	EIF2B4	-1.6480489396361455
Hypoxia	RBM45	-1.4027164280996085
Hypoxia	UTP20	-3.168896975591616
Hypoxia	EXOSC4	-2.606448926753976
Hypoxia	PREB	-2.014908569001984
Hypoxia	DLD	-2.206663059114901
Hypoxia	SDAD1	-2.3857617749215567
Hypoxia	P4HB	2.3578268203021264
Hypoxia	TMEM70	-1.953321760228807
Hypoxia	LGALS8	2.054093622275958
Hypoxia	MZF1	1.1974902243886212
Hypoxia	PRKAB1	-1.903793910096004
Hypoxia	ALG6	-2.63560203293256
Hypoxia	DDX1	-2.121987033757792
Hypoxia	TRIM26	-2.3797831974278303
Hypoxia	ASNSD1	-2.333526346966398
Hypoxia	PARK7	-2.075588988586228
Hypoxia	DDX56	-1.979132902956779
Hypoxia	LSG1	-2.650718476815219
Hypoxia	HSD17B10	-2.661159694634142
Hypoxia	HDAC3	1.6147928977958466
Hypoxia	SPECC1L	-1.7650790017954754
Hypoxia	RNF113A	3.244010208399172
Hypoxia	HIKESHI	-1.829264326270807
Hypoxia	NSMCE4A	-2.0193312694321905
Hypoxia	DDX52	-1.5824599892072038
Hypoxia	UBIAD1	-1.775711508426482
Hypoxia	ETF1	-2.924199263852389
Hypoxia	TRIM44	-1.399824905612769
Hypoxia	ATP5F1A	-1.4554917286668778
Hypoxia	TRMT5	-2.104869428500952
Hypoxia	SAMTOR	4.57748539821363
Hypoxia	SIGMAR1	-3.006936473825775
Hypoxia	SEPHS2	-2.5204474839043454
Hypoxia	NBAS	1.3386734152968307
Hypoxia	SLC25A17	-1.5329396913592856
Hypoxia	SRP19	-2.492183924577825
Hypoxia	EMG1	-3.720016485419852
Hypoxia	ERH	-2.4842743017265443
Hypoxia	PNMA2	1.753068652119861
Hypoxia	NUP58	2.969456299495972
Hypoxia	OXLD1	-1.936950229686737
Hypoxia	UTP3	-2.642263043789878
Hypoxia	COASY	-1.7515436788482193
Hypoxia	CCT6A	-2.999597739382424
Hypoxia	SUOX	-2.5779959269067843
Hypoxia	TIMM10	-3.187004645803452
Hypoxia	SCLY	-2.0205454516242334
Hypoxia	PSMC1	-2.1031064858527007
Hypoxia	DHX57	-1.224562100104471
Hypoxia	SETMAR	-1.3778778953979598
Hypoxia	UBE2L3	-1.4832368934967557
Hypoxia	LARP4	-2.6300490738059747
Hypoxia	RRAGA	2.5608289647649736
Hypoxia	MTERF1	-1.8428588976219007
Hypoxia	SAR1B	-2.217745304917667
Hypoxia	MTFP1	3.7274741711784856
Hypoxia	B3GNT4	1.4286916137671304
Hypoxia	PDCD2	-1.3463319901187596
Hypoxia	TMEM177	-2.21932643477604
Hypoxia	MRM2	-2.74796609185056
Hypoxia	TMEM9B	-1.837816819562811
Hypoxia	AKIP1	-1.6752712456251877
Hypoxia	MRPL57	-1.4335160331411605
Hypoxia	MKNK2	3.53880909997319
Hypoxia	OXSR1	2.045557491261818
Hypoxia	RMDN3	-1.5846260957344511
Hypoxia	PSMB6	-2.5081497227326675
Hypoxia	AREL1	-1.2651485298434362
Hypoxia	TSEN2	-2.129186693061285
Hypoxia	GON7	-3.117976937545952
Hypoxia	TIMM8A	-1.9003592509786569
Hypoxia	LARP1	-1.7452036519965786
Hypoxia	CCDC137	-2.5916183765008016
Hypoxia	USP39	-1.8997940754686948
Hypoxia	VCP	-2.2493936797457863
Hypoxia	RUVBL1	-3.551232173222375
Hypoxia	PSMD12	-2.822074750799161
Hypoxia	SLC35F6	-1.4175295473381957
Hypoxia	MRPL9	-1.9337992332756069
Hypoxia	LONP1	2.9505982881464816
Hypoxia	ZCCHC10	-1.9040911018562103
Hypoxia	ABCF2	-1.7756517897871806
Hypoxia	HDDC2	-1.680216740409753
Hypoxia	JMJD4	-1.3379080363813836
Hypoxia	MRPL24	-2.4803688741417083
Hypoxia	MGAT2	-1.8578295094610864
Hypoxia	EHD2	1.9911696443124784
Hypoxia	CEP41	-1.0148456490348066
Hypoxia	ANXA7	-2.130982967178883
Hypoxia	CCT5	-3.1517331709635643
Hypoxia	POGLUT1	-2.6446286305106703
Hypoxia	NDUFS3	-2.0396677690227123
Hypoxia	SLC6A6	2.537868489108946
Hypoxia	ARHGAP45	1.5770311542488606
Hypoxia	NDUFAF4	-3.584955329671009
Hypoxia	XRCC5	-1.7270656416275405
Hypoxia	CHAC2	-5.418572878588047
Hypoxia	KIAA2013	1.4346646279044784
Hypoxia	CAMKMT	-1.394978803099698
Hypoxia	ENOX2	-0.9692818268232752
Hypoxia	SEC24A	2.7733112042353696
Hypoxia	DHRS11	-2.45998504044829
Hypoxia	GUF1	-2.2231150560019115
JAK-STAT	OAS1	15.02871458808529
JAK-STAT	HERC6	8.7696758787049
JAK-STAT	OAS3	10.618841819069107
JAK-STAT	PLSCR1	8.481603172606215
JAK-STAT	DDX60	12.198233209424696
JAK-STAT	TRIM21	6.674188117175322
JAK-STAT	SP110	8.678712721003516
JAK-STAT	RIGI	12.96537824941593
JAK-STAT	RSAD2	22.898727433412805
JAK-STAT	STAT1	9.083936566082984
JAK-STAT	IFI44	12.450862527212522
JAK-STAT	IFIT1	27.85136308886104
JAK-STAT	IFI44L	18.867155888745373
JAK-STAT	OAS2	9.624826433910476
JAK-STAT	SP100	4.476509316100021
JAK-STAT	IFI35	10.598535682064476
JAK-STAT	MX2	11.818703102625824
JAK-STAT	SAMHD1	7.133444858969064
JAK-STAT	ISG15	20.039033525061807
JAK-STAT	DDX60L	7.202283033122158
JAK-STAT	IFI6	12.5796945047128
JAK-STAT	NMI	7.432654587630982
JAK-STAT	USP18	12.17801175279867
JAK-STAT	IFIT3	20.59230656013888
JAK-STAT	IFI16	7.284513462846863
JAK-STAT	SAMD9	10.426219160315991
JAK-STAT	EIF2AK2	5.7230163248751165
JAK-STAT	XAF1	8.780286115021156
JAK-STAT	MX1	19.384131266493444
JAK-STAT	BST2	8.104993585472233
JAK-STAT	IFIH1	8.34769265175166
JAK-STAT	SLC25A28	3.9334616541440486
JAK-STAT	SHFL	5.478126049858063
JAK-STAT	RTP4	9.45113967581242
JAK-STAT	TDRD7	6.56664681954279
JAK-STAT	IFI27	11.20265458228107
JAK-STAT	IFIT5	7.948068935223525
JAK-STAT	IFITM1	13.943094211839188
JAK-STAT	UBE2L6	8.215585125993922
JAK-STAT	PML	3.608525276727841
JAK-STAT	BATF2	8.613495106102707
JAK-STAT	EPSTI1	12.08161764162436
JAK-STAT	APOL2	3.656057664879002
JAK-STAT	OASL	12.710727206366562
JAK-STAT	LAP3	7.384958867335309
JAK-STAT	SLC15A3	4.260739183475992
JAK-STAT	IRF7	8.06937432090483
JAK-STAT	DHX58	4.909942134787099
JAK-STAT	HELZ2	4.762151884401938
JAK-STAT	ADAR	3.874928960702245
JAK-STAT	PARP14	6.397283812786976
JAK-STAT	TMEM62	2.3069352990793845
JAK-STAT	TRIM14	3.0379588513996647
JAK-STAT	SECTM1	5.9932298839983975
JAK-STAT	RNF114	2.491567548621603
JAK-STAT	APOL6	6.474920883034865
JAK-STAT	ETV7	4.779528161895114
JAK-STAT	TAP2	3.592260360584077
JAK-STAT	IFIT2	16.18714603519944
JAK-STAT	PARP9	8.715151859092401
JAK-STAT	IRF9	7.526584188931556
JAK-STAT	PHF11	3.8617313364104704
JAK-STAT	TAP1	9.777638343120818
JAK-STAT	TRIM5	3.4234903429741017
JAK-STAT	PSMB8	5.869684020695553
JAK-STAT	TRIM38	3.4927261463022377
JAK-STAT	APOL4	2.514465674898156
JAK-STAT	PARP12	6.944101053238898
JAK-STAT	SAMD9L	10.56289910330413
JAK-STAT	APOBEC3G	2.826463109697765
JAK-STAT	CMTR1	2.78086050029633
JAK-STAT	HERC5	9.119642406894489
JAK-STAT	STAT2	4.147176067876936
JAK-STAT	OGFR	2.042478137505971
JAK-STAT	GBP1	10.3986860770214
JAK-STAT	MYD88	4.304430722950055
JAK-STAT	TRIM22	10.56745749719138
JAK-STAT	TMEM140	5.107141044091232
JAK-STAT	RNF213	4.9375160567301375
JAK-STAT	CMPK2	15.928771442465818
JAK-STAT	LAMP3	9.973230294016131
JAK-STAT	NLRC5	6.546845260659191
JAK-STAT	TRANK1	3.58887468491964
JAK-STAT	ZBP1	1.941451559631964
JAK-STAT	PRKD2	2.1554948782429326
JAK-STAT	APOL1	5.347499122701419
JAK-STAT	PSMB9	8.15851150604537
JAK-STAT	GBP4	8.084657669824605
JAK-STAT	CYP2J2	2.093577600310036
JAK-STAT	TRIM25	3.414130920724213
JAK-STAT	ZC3HAV1	5.133726992521155
JAK-STAT	ZNFX1	6.496398214168282
JAK-STAT	DTX3L	8.35841869796418
JAK-STAT	CNP	2.9606567575687763
JAK-STAT	SP140L	2.337863253955628
JAK-STAT	APOL3	4.845007401792425
JAK-STAT	CXCL11	15.007662719331066
JAK-STAT	PLSCR2	1.5066712034746164
JAK-STAT	CASP4	2.426577480250146
JAK-STAT	IL22RA1	1.820616941589412
JAK-STAT	TRIM69	3.1731239239428435
JAK-STAT	TLR3	4.431237653748525
JAK-STAT	PLEKHA4	2.327439663660651
JAK-STAT	CXCL9	10.70474512064692
JAK-STAT	WARS1	6.96351974965593
JAK-STAT	GMPR	3.5601628444920848
JAK-STAT	SERPING1	3.2487155882612075
JAK-STAT	DUOX2	1.7959153959243213
JAK-STAT	TNFSF13B	4.958929435443967
JAK-STAT	JAK2	2.684968400916874
JAK-STAT	CASP7	3.431773902304565
JAK-STAT	AIM2	4.588176918676369
JAK-STAT	CASP10	1.36007040915029
JAK-STAT	MLKL	5.452211299272141
JAK-STAT	ANKFY1	1.492374310143589
JAK-STAT	IL18BP	1.4945768195494693
JAK-STAT	TRAFD1	2.628593179168037
JAK-STAT	BLZF1	1.9632485643219764
JAK-STAT	BCL2L14	2.1228928620071885
JAK-STAT	THEMIS2	3.2165744457642105
JAK-STAT	PARP10	1.8385121207510835
JAK-STAT	LGALS3BP	3.5891397073426217
JAK-STAT	ERAP2	2.6752864555404883
JAK-STAT	N4BP1	2.28696069449629
JAK-STAT	IL15	4.242639418032903
JAK-STAT	STARD5	2.9493650148819595
JAK-STAT	TRIM26	2.199474679269352
JAK-STAT	ZCCHC2	2.19162726926418
JAK-STAT	RASGRP3	2.6104112310528698
JAK-STAT	NUB1	1.85953937792532
JAK-STAT	IFITM3	4.803347999065916
JAK-STAT	HLA-F	2.720231518380166
JAK-STAT	PLAAT2	1.2842720041839282
JAK-STAT	HLA-E	3.6482545455512825
JAK-STAT	SOCS1	2.6166277010481966
JAK-STAT	ZNF107	1.8440652171941607
JAK-STAT	ISG20	6.953194231352241
JAK-STAT	TNFSF10	8.614124678861511
JAK-STAT	IDO1	8.620170710553744
JAK-STAT	LY6E	3.282944535843616
JAK-STAT	REC8	1.1656689611235738
JAK-STAT	TENT5A	3.4404751452404088
JAK-STAT	CX3CL1	3.234392501330581
JAK-STAT	DDO	1.137225281397651
JAK-STAT	LGALS9	2.3022922278752924
JAK-STAT	IFITM2	3.828035890761917
JAK-STAT	NAPA	1.929636045484114
JAK-STAT	LGMN	2.6384529122520446
JAK-STAT	TRIM56	3.3363913903987523
JAK-STAT	GTPBP1	1.248336733591327
JAK-STAT	PPM1K	2.983025612212332
JAK-STAT	B2M	2.1940482941357065
JAK-STAT	DNPEP	1.377685409858808
JAK-STAT	APOBEC3F	1.4227024188736046
JAK-STAT	PNPT1	5.9335415788081285
JAK-STAT	GCA	2.415401495472341
JAK-STAT	XRN1	2.9928234325580294
JAK-STAT	LYPD5	1.5415890809506612
JAK-STAT	HDX	2.449370687044759
JAK-STAT	GBP6	1.7881865211516417
JAK-STAT	PDCD1LG2	2.81171252600302
JAK-STAT	CD274	7.425557655047377
JAK-STAT	CD47	1.807263715786931
JAK-STAT	TLK2	0.9553983777352794
JAK-STAT	MOV10	2.7301809269949606
JAK-STAT	PLAAT4	5.973970354643039
JAK-STAT	CASP1	3.199013353094676
JAK-STAT	IL12RB2	2.4611897449257065
JAK-STAT	IRF2	2.903167555642633
JAK-STAT	TYMP	2.6504493133168165
JAK-STAT	PABIR3	1.5074534513660989
JAK-STAT	GBP5	5.907450808358782
JAK-STAT	IRF1	8.005075768829142
JAK-STAT	SLFN12	2.0502983157218733
JAK-STAT	EDNRA	1.891574630942006
JAK-STAT	CTNNBL1	1.3237266799157803
JAK-STAT	NOD2	1.939014499097312
JAK-STAT	NOD1	1.1276132071636014
JAK-STAT	CBR3	2.2066675621425538
JAK-STAT	SIDT1	1.631850615920058
JAK-STAT	BTC	1.5511182325182522
JAK-STAT	STX17	1.3273940316033563
JAK-STAT	GNB4	2.4744423630234094
JAK-STAT	CHMP5	1.965015459084561
JAK-STAT	ART3	1.638809976703794
JAK-STAT	UNC93B1	1.2255988469965804
JAK-STAT	IL15RA	3.791966436040576
JAK-STAT	HAPLN3	2.521191235993964
JAK-STAT	RBCK1	2.2231565176601245
JAK-STAT	RBM11	1.78555234510396
JAK-STAT	FCGR1BP	2.0250549210993127
JAK-STAT	BTN3A3	3.1882057124735748
JAK-STAT	SP140	1.1873845825854088
JAK-STAT	CEACAM1	2.26906168747604
JAK-STAT	IRF8	2.834618340335332
JAK-STAT	PDZD2	1.7930818764069
JAK-STAT	CALCOCO2	1.1130270766319412
JAK-STAT	RIPK1	1.7124267167819731
JAK-STAT	C1S	3.2536854067468126
JAK-STAT	USP42	1.180117860710001
JAK-STAT	CLN8	-1.2543335523194834
JAK-STAT	ADPRS	2.355794285077899
JAK-STAT	CASP8	1.1804208673940206
JAK-STAT	TLE4	1.4442099817220733
JAK-STAT	PCGF5	1.699364402742348
JAK-STAT	ZFYVE26	1.794297408149276
JAK-STAT	CERK	-2.276183069118934
JAK-STAT	GBP2	5.248542275227629
JAK-STAT	FBXO6	3.278924281617233
JAK-STAT	CFTR	-0.7285889500538563
JAK-STAT	GBP7	1.7401710866315676
JAK-STAT	RABGAP1L	1.1818659481660316
JAK-STAT	WDR25	1.0434209495816025
JAK-STAT	MSRB1	2.2537745657980497
JAK-STAT	DUOXA2	1.228303726007253
JAK-STAT	UBD	4.0885390558480985
JAK-STAT	TRIM40	1.293069418964247
JAK-STAT	FZD5	1.5330056839160235
JAK-STAT	ACO1	-1.4323306030543694
JAK-STAT	MAK	0.9469028553659716
JAK-STAT	NT5C3A	4.4062943600347
JAK-STAT	CIMAP1B	1.0730063935140473
JAK-STAT	C2	0.8132953838790141
JAK-STAT	TEX29	1.192179896542123
JAK-STAT	SPATS2L	2.100845552958748
JAK-STAT	ZBTB42	1.7157151998205575
JAK-STAT	GSDMD	1.46152107148253
JAK-STAT	CD38	2.4636830310579247
JAK-STAT	VAMP5	1.3786892150267789
JAK-STAT	ACE2	1.6634440169220508
JAK-STAT	RUBCN	0.8460565082724586
JAK-STAT	IL7	2.1328891825762333
JAK-STAT	CNDP2	1.168779253570565
JAK-STAT	C4orf33	1.2393815047856955
JAK-STAT	SCARB2	1.1550119702266282
JAK-STAT	EHD4	1.7021655849974966
JAK-STAT	ASB1	-0.936020750457348
JAK-STAT	PSMB10	3.3469501330749107
JAK-STAT	NDUFA9	1.3947598450129588
JAK-STAT	MCUB	1.9365161967307325
JAK-STAT	MS4A6E	0.9755703584069614
JAK-STAT	ACKR4	1.599095230565636
JAK-STAT	C1R	3.4064867210912726
JAK-STAT	TMEM106A	1.491692346440134
JAK-STAT	TASL	1.146751119039339
JAK-STAT	BTN3A1	1.7656287948713296
JAK-STAT	SHISA5	1.5743460272006238
JAK-STAT	CXorf38	1.6403890745535958
JAK-STAT	PHACTR4	1.6942795868986271
JAK-STAT	CTSS	3.0503522418307245
JAK-STAT	SNX6	1.3272643054398705
JAK-STAT	SLC10A1	-0.7550298867367723
JAK-STAT	ZNF589	-0.8985808634033484
JAK-STAT	HLA-DOB	0.842862322399455
JAK-STAT	DPEP2	-1.2322998371562526
JAK-STAT	SFT2D3	-0.865171163797403
JAK-STAT	HLA-C	3.36141129232998
JAK-STAT	MOB3C	2.4215258590471835
JAK-STAT	UBQLNL	0.8192325167808201
JAK-STAT	FGFR2	-0.695430159150864
JAK-STAT	CFH	1.7552281450291698
JAK-STAT	RNF31	0.9802783187446328
JAK-STAT	ETV6	1.406398884778626
JAK-STAT	CCL8	5.926696015685558
JAK-STAT	STK3	0.9452740711129632
JAK-STAT	RIPK2	2.497278495928473
JAK-STAT	PROCR	1.9486787337397684
JAK-STAT	PSME2	4.541912762436648
JAK-STAT	GIMAP2	3.063695364000483
JAK-STAT	CDHR3	-0.8039420515942984
JAK-STAT	RNF19B	3.467928475824824
JAK-STAT	GYS2	-0.7315008555160237
JAK-STAT	SERPINB1	1.734104392379524
JAK-STAT	HSH2D	2.195348894225286
JAK-STAT	PHF20	-0.7312945880296065
JAK-STAT	LRP6	-0.994945292742734
JAK-STAT	ARB2A	-1.5655469564999545
JAK-STAT	CD74	1.8198226838344007
JAK-STAT	STOML1	0.6564334639378994
JAK-STAT	ABHD16A	0.8944074721399379
JAK-STAT	NUDCD1	2.265932270455655
JAK-STAT	ASPHD2	1.7515982183099978
JAK-STAT	MMAA	0.978408058393149
JAK-STAT	UBA6	0.964396677633092
JAK-STAT	CCL18	1.067465553698551
JAK-STAT	STAP1	1.215040278533161
JAK-STAT	GRAPL	-0.6558471914967359
JAK-STAT	NFIA	-1.422040290909044
JAK-STAT	CXCL10	15.326633311826852
JAK-STAT	HLA-DRA	2.2900348142670275
JAK-STAT	HLA-G	1.9226154312902275
